bboxes,scores,labels,timestamp,width,height,cctvid,region_and_name,centername,img_directory
"[[1248.2773209596248, 425.8491691276253, 629.1006489511348, 44.01013213735729]]",[0.5502982899187541],[18],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 332.75475035111754, 629.1006489511348, 145.7713319557104]]",[0.7155314224450644],[1],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1686.5153169583962, 629.1006489511348, 602.5434313451298]]",[0.6907033330728205],[5],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1161.2235337212746, 629.1006489511348, 156.32603521803233]]",[0.6450945656235498],[1],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1739.5648985940545, 629.1006489511348, 1113]]",[0.7989301572681217],[9],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1795.3820163026967, 629.1006489511348, 896.122981981993]]",[0.7582680275720993],[17],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1153.5362290273135, 629.1006489511348, 945.7738612531087]]",[0.5328620426110787],[20],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 543.5416637987797, 629.1006489511348, 225.91653223060672]]",[0.9853407812601964],[4],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 616.5645272271524, 629.1006489511348, 1113]]",[0.7934204114600432],[4],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1335.95436909263, 629.1006489511348, 677.2460663984479]]",[0.9166668331825789],[1],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1980, 629.1006489511348, 382.54179341117265]]",[0.8403895545627379],[19],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 894.4359113317341, 629.1006489511348, 664.4026862046974]]",[0.5885786982769197],[15],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1136.663330209291, 629.1006489511348, 677.0506610069745]]",[0.867656010980523],[10],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 444.58474762484036, 629.1006489511348, 489.57415191530407]]",[0.8204324789202485],[19],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 214.16811398510268, 629.1006489511348, 160.85230463685897]]",[0.7470071437270727],[5],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 625.642299572191, 629.1006489511348, 175.2388311367522]]",[0.6910219666498725],[2],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1280.3958786821995, 629.1006489511348, 796.944996395852]]",[0.7564418329199183],[12],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 730.2795840149859, 629.1006489511348, 901.0743414890298]]",[0.6797995229610496],[5],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1234.9756778156063, 629.1006489511348, 769.5591810655093]]",[0.7120124125123756],[6],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1890.9211074102382, 629.1006489511348, 1113]]",[0.9308757933378238],[9],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1270.9811020520401, 629.1006489511348, 633.3290146131496]]",[0.7257104480610839],[7],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1492.581988354325, 629.1006489511348, 811.4258377518082]]",[0.8702229773786897],[11],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1980, 629.1006489511348, 1113]]",[0.770877166077619],[18],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1980, 629.1006489511348, 963.2389874785523]]",[0.9685790588081814],[11],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1621.3146848277788, 629.1006489511348, 62.25295582539216]]",[0.8090887034796019],[4],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1231.6672765530277, 629.1006489511348, 585.0541487976941]]",[0.7182821498084293],[19],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 362.8132522676815, 629.1006489511348, 733.719179341414]]",[0.6151796616049623],[21],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1033.1475014573434, 629.1006489511348, 916.8519706841845]]",[0.6756680140153627],[15],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 524.4932889532034, 629.1006489511348, 825.6454282825548]]",[0.6068028599788194],[1],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1191.0381062926344, 629.1006489511348, 1030.5351662847318]]",[0.9913970923199837],[16],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 850.4614846296856, 629.1006489511348, 706.0007901829458]]",[0.8019070525032624],[15],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1763.056107822735, 629.1006489511348, 1045.3203114388814]]",[0.6439468213477624],[22],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1273.3464133037442, 629.1006489511348, 1113]]",[0.8505659603254065],[9],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1874.711877808305, 629.1006489511348, 441.50432975417493]]",[0.6620507104703223],[17],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1621.9748891625886, 629.1006489511348, 727.4594813840542]]",[0.5878421142695971],[5],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1216.531818804874, 629.1006489511348, 222.3356143326017]]",[0.8248836357646581],[5],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1924.5025572268287, 629.1006489511348, 127.94908177434462]]",[0.8563407775407565],[15],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 930.0021424698489, 629.1006489511348, 303.0183860022235]]",[0.6728590388855402],[6],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1615.2947581800381, 629.1006489511348, 932.8373216502741]]",[0.9655287093675928],[22],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 420.3188215543728, 629.1006489511348, 289.3104094447209]]",[0.5332373645253745],[2],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 612.7794462604938, 629.1006489511348, 230.3919267959435]]",[0.525268270775908],[9],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1759.0306840501114, 629.1006489511348, 928.9541810977503]]",[0.6977245498036864],[15],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 703.2760309988919, 629.1006489511348, 142.27547963783877]]",[0.9712874486486964],[17],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 213.6379506187124, 629.1006489511348, 730.5411772103627]]",[0.9232339004004251],[5],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 219.73032049940366, 629.1006489511348, 534.1254204677707]]",[0.5596928213337733],[16],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1980, 629.1006489511348, 420.81556785912596]]",[0.9606229244955494],[21],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 568.0450298402955, 629.1006489511348, 426.30248802083185]]",[0.8870282667623339],[0],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1199.9264386726118, 629.1006489511348, 376.36661191602144]]",[0.5935585837715338],[13],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 599.9853382099674, 629.1006489511348, 618.4325109421995]]",[0.8386469236116789],[8],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 399.54447657941313, 629.1006489511348, 94.88965229351204]]",[0.8463215566888453],[3],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 807.4175184870018, 629.1006489511348, 596.7154783811202]]",[0.8242025179341292],[10],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1706.240599126556, 629.1006489511348, 875.0963655527117]]",[0.9015365928350487],[20],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1471.8076292088872, 629.1006489511348, 133.66763885453284]]",[0.9550584090784353],[5],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 478.89142909010127, 629.1006489511348, 409.0157850660232]]",[0.8931246234942238],[16],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 970.0949949250935, 629.1006489511348, 105.99473085241222]]",[0.5624664849348656],[8],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1441.3158397486823, 629.1006489511348, 928.5178970860212]]",[0.8288423350668155],[0],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1736.4567057915717, 629.1006489511348, 636.3414198194341]]",[0.5897638834974863],[13],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1687.1259309725328, 629.1006489511348, 855.9848362082114]]",[0.9094807580846451],[0],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1434.9452428490233, 629.1006489511348, 1113]]",[0.974264026107457],[10],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1766.3471020345387, 629.1006489511348, 745.8408463432261]]",[0.6742123642893907],[21],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 793.1311628205978, 629.1006489511348, 134.09155467166653]]",[0.7016499115755923],[1],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 683.2333344650604, 629.1006489511348, 135.19218166594237]]",[0.8364119818995188],[12],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 264.40415309867285, 629.1006489511348, 792.9556025960529]]",[0.6957450792320157],[17],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1893.6592918713347, 629.1006489511348, 103.44022040557914]]",[0.8031776245384732],[12],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1341.8213251739667, 629.1006489511348, 89.28313724499208]]",[0.6598151020043692],[14],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 186.120341347977, 629.1006489511348, 627.9179918300015]]",[0.9074435221974533],[0],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 864.0421182870534, 629.1006489511348, 1004.4153529103982]]",[0.7130677856535788],[20],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1019.5208646508462, 629.1006489511348, 758.1004518005712]]",[0.6545972259636414],[7],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1885.8978139977914, 629.1006489511348, 1093.4109108354073]]",[0.6206311246231511],[14],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1951.3797435547704, 629.1006489511348, 843.2279328416402]]",[0.9373343389102231],[5],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1561.8301651909285, 629.1006489511348, 417.15894102814536]]",[0.8309390085672458],[4],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1703.3618877197734, 629.1006489511348, 499.81357532880554]]",[0.7591621961432093],[14],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 985.2273300566466, 629.1006489511348, 1086.9094560953079]]",[0.644529312617601],[3],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1000.4253462525841, 629.1006489511348, 894.4051795924622]]",[0.8720685659502416],[3],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 733.4515015955344, 629.1006489511348, 1076.8382135019008]]",[0.7780202431617113],[12],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 593.2211561180728, 629.1006489511348, 738.0604171817781]]",[0.7170498243076419],[13],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1396.5209136639503, 629.1006489511348, 809.1195489400876]]",[0.6234671767506552],[5],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 599.0822862657005, 629.1006489511348, 377.9863631515686]]",[0.6029563692919587],[13],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 757.2378675024478, 629.1006489511348, 243.9698715587346]]",[0.9786497125139888],[8],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1014.2312973765833, 629.1006489511348, 763.8454857121777]]",[0.7321744895109458],[16],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1348.1988151449439, 629.1006489511348, 230.86558447637378]]",[0.9647145235579226],[14],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 775.7475571439525, 629.1006489511348, 36.343107591883694]]",[0.5369538297443469],[22],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 567.5502738280968, 629.1006489511348, 658.3159939125366]]",[0.980890119085567],[8],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1417.6495101136643, 629.1006489511348, 367.9604673786637]]",[0.9730135089521932],[7],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 635.0261887540684, 629.1006489511348, 943.4762595746306]]",[0.6362838011810149],[7],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 888.2306088098187, 629.1006489511348, 1069.648749810245]]",[0.7896897189467535],[1],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1665.9536060093908, 629.1006489511348, 924.077731202322]]",[0.7509498298739813],[20],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1642.8622609421068, 629.1006489511348, 979.31787543217]]",[0.6293916012404615],[8],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 253.27995726045583, 629.1006489511348, 408.1347843020973]]",[0.6322358346625819],[12],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 390.8488381476981, 629.1006489511348, 666.0071774044424]]",[0.7234821812792049],[12],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1016.2172018623728, 629.1006489511348, 517.2371017939665]]",[0.706908373206265],[6],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 733.1281315376655, 629.1006489511348, 436.18228029489205]]",[0.5411168985217674],[4],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1121.0182217480879, 629.1006489511348, 848.2102747521445]]",[0.6977733625815934],[11],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 1488.1291875713255, 629.1006489511348, 380.1730722369822]]",[0.9783107480774449],[22],1693537372568,1980,1113,E910266,[경부선]입장쉼터(부산),국가교통정보센터(고속도로),/home/cctv_images\E910266_1693537372568.jpg
"[[1248.2773209596248, 393.87371083210945, 629.1006489511348, 467.13785416815733]]",[0.7832542360219092],[18],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 432.5905196930238, 629.1006489511348, 262.5551144550532]]",[0.8228878708402043],[18],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 953.4998566509021, 629.1006489511348, 534.5597381974189]]",[0.9960157743590476],[2],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 360.03986849678233, 629.1006489511348, 900]]",[0.5160757873235904],[8],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 1589.3662668092368, 629.1006489511348, 699.9502716155544]]",[0.6529640634091138],[9],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 565.9730640259714, 629.1006489511348, 882.5982394425415]]",[0.8143114223388663],[8],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 1469.1556904646504, 629.1006489511348, 411.5976958983372]]",[0.5953672787746969],[21],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 1137.6106009439916, 629.1006489511348, 238.0201120283903]]",[0.7854031564200965],[19],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 1315.8056522944082, 629.1006489511348, 98.14024626540308]]",[0.5304262060383292],[17],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 1191.8261134556392, 629.1006489511348, 659.5914047340696]]",[0.7871956918339875],[21],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 906.0398507425782, 629.1006489511348, 377.21614861972876]]",[0.5647710649562864],[4],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 143.15978922902642, 629.1006489511348, 900]]",[0.6053920874907397],[13],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 1584.2688229326113, 629.1006489511348, 304.77504367500563]]",[0.946835591080313],[19],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 1099.8074843901115, 629.1006489511348, 266.3032551590404]]",[0.7889175421189077],[3],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 565.3415016102404, 629.1006489511348, 492.0752549505046]]",[0.6313249052789417],[5],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 863.4305394544527, 629.1006489511348, 208.64441544571184]]",[0.6797785122880613],[17],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 1055.0711946932627, 629.1006489511348, 487.50711135901867]]",[0.7103410584450158],[1],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
"[[1248.2773209596248, 1038.8321521814228, 629.1006489511348, 310.7600153566495]]",[0.8363700348312089],[1],1693537372570,1600,900,E900937,[국도77호선]15MPOLE(보령방향)외부회전카메라#02,국가교통정보센터(국도),/home/cctv_images\E900937_1693537372570.jpg
